creation_date,id,longitude,latitude
2021-01-26T02:30:00,5eed770f096e590006985610,109,25.453949445394215
2021-01-26T13:26:11,5eed770f096e590006985613,14,-24.712922471107795
2021-01-26T13:26:11,5eed770f096e590006985618,132,18.63004870011863
2021-01-26T02:30:00,5eed7713096e59000698561b,29,1.456536955824598
2021-01-26T06:26:10,5eed7714096e590006985623,133,51.79461890583977
2021-01-26T02:30:00,5eed7714096e590006985629,134,-10.223752280851155
2021-01-26T13:26:11,5eed7714096e590006985634,11,-20.297919368213044
2021-01-26T13:16:10,5eed7714096e590006985635,73,40.47387930516597
2021-01-26T02:30:00,5eed7714096e590006985639,32,-53.09619548496887
2021-01-26T02:30:00,5eed7714096e59000698563c,143,-47.587785865719425
2021-01-26T13:26:11,5eed7714096e59000698563e,116,24.165321542989567
2021-01-25T18:55:34,5eed7714096e59000698563f,16,-41.78675985350536
2021-01-26T13:26:11,5eed7714096e590006985642,58,51.004483549287585
2021-01-26T02:30:00,5eed7714096e590006985643,149,32.55308632648502
2021-01-26T13:26:11,5eed7714096e590006985648,161,48.195065323231134
2021-01-26T02:30:00,5eed7714096e59000698564b,103,-41.86982412320673
2021-01-26T06:26:10,5eed7714096e59000698564d,106,46.03372639437044
2021-01-26T06:26:10,5eed7714096e59000698564e,52,10.96431622479252
2021-01-26T02:30:00,5eed7714096e59000698564f,71,52.758036367892615
2021-01-26T13:26:11,5eed7714096e590006985650,118,-12.953498618428755
2021-01-26T06:26:10,5eed7714096e590006985651,36,41.72362411486148
2021-01-26T02:30:00,5eed7714096e590006985652,101,-3.1781682591743046
2021-01-26T06:26:10,5eed7714096e590006985653,5,-28.279424577295213
2021-01-26T02:30:00,5eed7714096e590006985654,114,20.575346769889514
2021-01-26T06:26:10,5eed7714096e590006985655,12,53.148536644094236
2021-01-26T02:30:00,5eed7714096e590006985656,54,-19.141425693555064
2021-01-26T02:30:00,5eed7714096e590006985657,132,18.87790755555865
2021-01-26T06:26:10,5eed7714096e590006985658,176,-28.278314242179636
2021-01-26T06:26:10,5eed7714096e590006985659,79,33.722720144630124
2021-01-26T06:26:10,5eed7714096e59000698565a,135,-33.818884810127706
2021-01-26T02:30:00,5eed7714096e59000698565b,87,12.850759704273674
2021-01-26T14:26:10,5eed7714096e59000698565c,104,-33.65135222030655
2021-01-26T14:26:10,5eed7714096e59000698565d,74,-51.30222506414574
2021-01-26T13:26:11,5eed7714096e59000698565e,102,18.954806988766443
2021-01-26T13:26:11,5eed7714096e59000698565f,70,48.94335500212266
2021-01-26T02:30:00,5eed7714096e590006985660,165,4.704132016159005
2021-01-26T06:26:10,5eed7714096e590006985661,130,26.474771916092674
2021-01-26T06:26:10,5eed7714096e590006985662,94,-26.973985637261418
2021-01-26T02:30:00,5eed7714096e590006985663,11,-12.95924456158845
2021-01-25T22:36:11,5eed7714096e590006985664,95,52.795643396896075
2021-01-26T02:30:00,5eed7714096e590006985665,77,-41.84426864125448
2021-01-26T14:26:10,5eed7714096e590006985666,30,53.024982666908514
2021-01-26T06:26:10,5eed7714096e590006985667,133,-50.765046240637744
2021-01-26T02:30:00,5eed7714096e590006985668,139,4.886720660772972
2021-01-26T13:26:11,5eed7714096e590006985669,137,51.00738211319756
2021-01-26T02:30:00,5eed7714096e59000698566b,148,-51.07361876736787
2021-01-26T06:26:10,5eed7714096e59000698566c,41,-5.095136118211704
2021-01-26T02:30:00,5eed7714096e59000698566d,21,-52.765666522803905
2021-01-26T02:30:00,5eed7714096e59000698566e,115,-51.06985675439323
2021-01-26T02:30:00,5eed7714096e59000698566f,134,-53.0203397618852
2021-01-26T14:26:10,5eed7714096e590006985670,93,-46.088318027936616
2021-01-26T14:26:10,5eed7714096e590006985671,13,-46.26538641856343
2021-01-26T06:26:10,5eed7714096e590006985672,19,45.958923265844895
2021-01-26T14:26:10,5eed7714096e590006985673,3,-11.16381109892997
2021-01-26T02:30:00,5eed7714096e590006985674,66,-35.46843419579265
2021-01-26T06:16:09,5eed7714096e590006985675,58,3.0033793771551136
2021-01-26T06:26:10,5eed7714096e590006985676,72,-47.12578436263788
2021-01-26T02:30:00,5eed7714096e590006985677,62,12.856752564982514
2021-01-25T22:56:10,5eed7714096e590006985678,107,-0.21271639982439844
2021-01-26T13:26:11,5eed7714096e590006985679,164,-33.937343199126765
2021-01-26T14:26:10,5eed7714096e59000698567a,55,40.27528409336386
2021-01-26T13:26:11,5eed7714096e59000698567b,145,-50.46395585910684
2021-01-26T06:26:10,5eed7714096e59000698567c,75,-18.44139535665482
2021-01-26T06:26:10,5eed7714096e59000698567d,123,27.955262730939094
2021-01-26T02:30:00,5eed7714096e59000698567e,172,14.277186569545544
2021-01-26T06:26:10,5eed7714096e59000698567f,63,-46.089177766546044
2021-01-26T02:30:00,5eed7714096e590006985680,71,-52.78010997806075
2021-01-26T13:26:11,5eed7714096e590006985681,87,-19.045510216732993
2021-01-26T06:36:09,5eed7714096e590006985682,117,40.42443782025217
2021-01-26T13:36:10,5eed7714096e590006985683,118,-53.15034670181466
2021-01-25T22:36:11,5eed7714096e590006985684,30,28.106243074163427
2021-01-26T06:36:09,5eed7714096e590006985685,88,-14.459914770011212
2021-01-26T13:36:10,5eed7714096e590006985686,23,27.97981319976684
2021-01-26T06:36:09,5eed7714096e590006985687,13,-3.7809916827546233
2021-01-26T13:36:10,5eed7714096e590006985688,171,-0.073170291139253
2021-01-26T02:30:00,5eed7714096e590006985689,1,-40.536907961367824
2021-01-26T06:26:10,5eed7714096e59000698568a,94,-20.802882388038526
2021-01-26T02:30:00,5eed7714096e59000698568b,120,28.114607834878825
2021-01-26T06:36:09,5eed7714096e59000698568c,17,-14.584127104016918
2021-01-26T02:30:00,5eed7714096e59000698568d,36,-40.43958672374161
2021-01-26T13:36:10,5eed7714096e59000698568e,123,20.599757086379338
2021-01-26T02:30:00,5eed7714096e59000698568f,51,41.64358130124791
2021-01-26T02:30:00,5eed7714096e590006985690,156,47.09975888316634
2021-01-26T13:36:10,5eed7714096e590006985691,5,53.151442190500426
2021-01-26T13:36:10,5eed7714096e590006985692,22,-28.206138492151688
2021-01-26T06:36:09,5eed7714096e590006985693,174,4.931117409402286
2021-01-26T06:36:09,5eed7714096e590006985694,6,-49.54734414605124
2021-01-26T13:36:10,5eed7714096e590006985695,36,18.860569171254763
2021-01-26T02:30:00,5eed7714096e590006985696,43,38.51365799264206
2021-01-26T02:30:00,5eed7714096e590006985697,144,28.07285979336211
2021-01-26T06:36:09,5eed7714096e590006985698,22,-35.25740164970601
2021-01-26T14:26:10,5eed7714096e590006985699,66,-40.3619934473051
2021-01-26T06:36:09,5eed7714096e59000698569a,6,-4.965036278066254
2021-01-26T13:36:10,5eed7714096e59000698569b,146,49.53838605308473
2021-01-26T13:26:11,5eed7714096e59000698569c,75,-3.1844414745830254
2021-01-26T14:26:10,5eed7714096e59000698569d,16,40.36541166589821
2021-01-26T13:36:10,5eed7714096e59000698569e,124,40.1805225131748
2021-01-26T14:26:10,5eed7714096e59000698569f,100,11.130212704327352
2021-01-26T14:26:10,5eed7714096e5900069856a0,21,26.461615775464264
2021-01-26T02:30:00,5eed7714096e5900069856a1,42,-28.08604319232372
2021-01-26T02:30:00,5eed7714096e5900069856a2,41,-28.351511934981414
2021-01-25T22:46:10,5eed7714096e5900069856a3,125,12.711557564072123
2021-01-26T13:36:10,5eed7714096e5900069856a4,95,2.9761543556081653
2021-01-26T02:30:00,5eed7714096e5900069856a5,29,-19.10762854301903
